customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag
100873,53.0,Male,North,Post-Graduate,Salaried,848764.44,108256.73,Other,678.0,2,187,55.03,2019-06-21,0
100874,42.0,Female,East,Post-Graduate,Salaried,428771.34,69327.65,Other,611.0,8,115,23.63,2020-07-11,1
100875,41.0,Male,North,Graduate,Self-Employed,805133.58,259507.45,Education,657.0,2,57,48.66,2020-01-08,0
100876,26.0,Male,West,Secondary,Self-Employed,364504.28,322465.56,Business,550.0,7,194,36.93,2020-04-01,1
100877,,Female,North,Graduate,Self-Employed,692584.85,436509.38,Home,,5,18,49.06,2015-10-28,0
100878,24.0,Male,South,Secondary,,609503.59,381708.11,Education,684.0,6,167,75.27,2021-01-30,0
100879,50.0,Male,North,Primary,Salaried,,358505.76,Other,699.0,4,155,44.01,2018-04-24,0
100880,31.0,Male,East,Secondary,Salaried,666380.1,277506.41,Other,617.0,9,182,12.42,2015-01-30,1
100881,50.0,Male,South,Graduate,Self-Employed,,264308.3,Business,850.0,11,119,50.66,2015-09-08,1
100882,,Female,West,Secondary,,803853.5,155300.53,Car,636.0,6,92,32.8,2022-04-22,0
100883,44.0,Male,East,Post-Graduate,Salaried,,141730.67,Education,,9,87,64.47,2019-01-03,1
100884,29.0,Male,South,Primary,Salaried,,272861.27,Car,747.0,10,75,42.89,2015-12-10,1
100885,23.0,Male,West,Post-Graduate,Self-Employed,605839.63,149800.8,Other,699.0,9,148,61.9,2021-07-21,1
100886,51.0,Male,East,Post-Graduate,Self-Employed,485063.04,239130.16,Business,669.0,2,99,73.62,2019-08-13,0
100887,60.0,Female,West,Post-Graduate,Self-Employed,958963.11,20000.0,Other,613.0,10,81,35.36,2019-02-26,1
100888,57.0,Male,North,Post-Graduate,Salaried,761037.53,306056.67,Business,681.0,4,24,79.26,2018-01-25,0
100889,56.0,Female,North,Secondary,Salaried,371224.96,125830.67,Home,,5,118,20.49,2022-01-27,0
100890,44.0,Female,West,Post-Graduate,Salaried,,78666.48,Car,666.0,8,49,55.08,2018-09-10,1
100891,51.0,Female,North,Secondary,Salaried,,336694.96,Education,532.0,3,150,12.43,2021-07-19,1
100892,26.0,Female,West,Post-Graduate,Salaried,793545.34,365568.98,Business,374.0,7,95,24.91,2017-05-16,1
100893,22.0,Female,East,Graduate,Salaried,586621.7,239863.69,Home,681.0,7,42,54.36,2015-03-27,1
100894,40.0,Male,South,Post-Graduate,Salaried,404672.6,163945.91,Home,571.0,9,135,13.23,2018-03-30,1
100895,48.0,Male,West,Graduate,Salaried,914364.26,336193.68,Car,642.0,5,139,17.13,2017-11-06,0
100896,31.0,Male,South,Secondary,,700975.74,157719.59,Business,,11,118,30.37,2021-04-10,1
100897,24.0,Female,South,Primary,Self-Employed,637105.15,231083.47,Education,580.0,7,119,50.29,2020-06-04,1
100898,35.0,Male,West,Secondary,Unemployed,627671.74,411797.15,Education,589.0,11,171,11.12,2017-02-18,1
100899,26.0,Male,North,Primary,Self-Employed,328402.71,295031.89,Education,596.0,4,25,43.76,2019-12-27,1
100900,50.0,Male,East,Primary,Salaried,711870.91,244461.21,Other,712.0,0,23,53.8,2020-04-16,0
100901,,Male,South,Post-Graduate,,516225.06,216893.0,Other,696.0,3,55,38.18,2020-08-15,0
100902,22.0,Male,East,Primary,,774130.09,255259.18,Business,553.0,10,59,14.73,2016-01-16,1
100903,35.0,Other,South,Secondary,Salaried,727846.49,281920.85,Education,564.0,5,122,52.76,2017-02-17,1
100904,31.0,Male,West,Post-Graduate,Self-Employed,587784.84,114937.64,Home,680.0,8,142,52.41,2015-05-04,1
100905,28.0,Female,North,Primary,Salaried,573636.7,394990.86,Education,734.0,3,52,45.42,2017-12-19,0
100906,46.0,Female,East,Secondary,Unemployed,,195023.33,Business,733.0,5,155,58.52,2016-05-15,0
100907,64.0,Male,South,Primary,Self-Employed,332628.39,225456.97,Education,570.0,9,57,24.55,2020-08-19,1
100908,25.0,Male,West,Primary,Self-Employed,485320.18,347634.57,Car,,10,163,57.5,2017-08-28,1
100909,26.0,Male,West,Post-Graduate,Self-Employed,827306.61,233023.3,Education,508.0,4,151,21.3,2022-03-28,1
100910,46.0,Male,South,Post-Graduate,Salaried,897035.06,355723.17,Home,634.0,8,198,37.49,2018-12-20,1
100911,24.0,Female,South,Secondary,Salaried,572423.02,244356.84,Business,689.0,9,30,14.73,2019-09-04,1
100912,,Male,South,Post-Graduate,Salaried,460136.19,261919.95,Business,484.0,5,64,67.34,2016-04-01,1
100913,,Male,North,Post-Graduate,Salaried,464189.09,275844.74,Home,817.0,2,125,47.68,2016-09-03,0
100914,53.0,Female,South,Graduate,Salaried,313114.55,294868.7,Business,756.0,1,117,77.97,2019-12-12,0
100915,40.0,Female,South,Graduate,Salaried,1000349.98,317140.41,Education,702.0,2,11,75.96,2016-12-27,0
100916,32.0,Female,North,Secondary,,570388.32,376239.29,Business,573.0,5,140,79.9,2022-03-29,1
100917,21.0,Female,West,Post-Graduate,Salaried,692975.02,369115.0,Education,645.0,9,22,17.09,2019-04-24,1
100918,46.0,Female,South,Secondary,Salaried,695005.32,154806.66,Business,713.0,7,30,52.46,2019-03-09,1
100919,34.0,Male,East,Graduate,Salaried,896766.76,424504.17,Education,560.0,7,170,38.53,2015-10-14,1
100920,58.0,Female,West,Graduate,Salaried,516148.88,45938.67,Education,636.0,11,157,47.29,2015-07-26,1
100921,57.0,Male,East,Graduate,Salaried,530248.44,174255.61,Home,,4,134,31.61,2020-05-01,0
100922,31.0,Female,South,Secondary,Unemployed,766183.51,233465.34,Home,530.0,0,155,13.36,2016-07-03,1
100923,56.0,Female,North,Post-Graduate,Salaried,241017.42,110048.91,Other,677.0,0,47,59.54,2022-07-02,0
100924,33.0,Male,North,Primary,,898062.39,283578.69,Home,510.0,11,34,77.61,2023-02-06,1
100925,,Female,North,Post-Graduate,Salaried,947626.68,338783.25,Education,574.0,6,175,47.27,2020-06-24,1
100926,23.0,Female,South,Secondary,Salaried,649156.84,164485.08,Education,610.0,1,152,33.07,2016-12-14,0
100927,53.0,Male,South,Graduate,,412451.25,305613.95,Business,691.0,3,166,75.68,2017-05-31,0
100928,26.0,Female,East,Primary,Salaried,,350421.77,Business,594.0,9,106,35.53,2022-04-01,1
100929,30.0,Male,North,Secondary,Salaried,561793.08,20000.0,Other,660.0,4,41,74.02,2023-03-19,0
100930,25.0,Female,South,Graduate,Salaried,628442.57,270909.33,Education,595.0,7,52,69.9,2015-08-31,1
100931,43.0,Female,West,Secondary,Unemployed,643695.13,294797.01,Other,608.0,9,22,47.01,2016-10-21,1
100932,30.0,Female,South,Primary,Salaried,468332.94,139934.75,Education,750.0,8,87,57.38,2017-09-23,1
100933,64.0,Female,South,Graduate,,669452.56,106608.29,Home,558.0,0,34,59.02,2017-08-28,1
100934,22.0,Female,West,Post-Graduate,Salaried,307344.64,167467.42,Business,711.0,8,58,54.88,2019-03-21,1
100935,33.0,Female,North,Secondary,Salaried,160850.91,227553.06,Other,650.0,4,97,21.25,2016-10-12,0
100936,60.0,Male,West,Primary,Self-Employed,,159920.33,Car,604.0,3,129,58.49,2023-01-12,0
100937,22.0,Female,North,Post-Graduate,Salaried,808726.92,316668.48,Education,553.0,9,145,10.23,2020-11-20,1
100938,40.0,Male,West,Primary,Salaried,497292.65,301136.29,Home,558.0,4,165,59.7,2020-02-26,1
100939,,Female,East,Secondary,Salaried,486059.72,295111.16,Car,591.0,8,135,48.84,2022-09-18,1
100940,57.0,Male,North,Primary,Salaried,729505.24,400983.33,Home,638.0,7,20,28.18,2018-06-23,1
100941,29.0,Male,South,Graduate,Self-Employed,595858.86,327453.66,Home,698.0,9,192,66.26,2021-01-04,1
100942,37.0,Female,East,Primary,Salaried,486781.11,284006.42,Education,,11,19,38.37,2017-03-29,1
100943,29.0,Male,North,Secondary,Self-Employed,661056.96,103043.71,Home,631.0,4,68,44.0,2016-10-31,0
100944,31.0,Male,North,Graduate,Salaried,601273.18,388898.93,Other,643.0,10,74,11.94,2018-04-14,1
100945,,Male,North,Primary,Salaried,350141.36,402000.17,Car,,9,142,38.09,2017-02-07,1
100946,44.0,Male,West,Primary,,,210509.74,Home,702.0,4,89,21.72,2016-02-23,0
100947,,Male,North,Graduate,Salaried,636587.35,152881.63,Home,539.0,0,157,29.33,2020-04-29,1
100948,55.0,Male,South,Post-Graduate,Salaried,493243.33,340549.57,Business,627.0,8,101,27.65,2022-09-25,1
100949,50.0,Male,North,Post-Graduate,Salaried,785150.51,31559.91,Business,,2,142,13.22,2016-06-16,0
100950,51.0,Male,South,Graduate,Salaried,696665.84,297802.76,Other,545.0,0,121,42.23,2017-06-26,1
100951,25.0,Female,South,Primary,Self-Employed,544585.25,429614.71,Business,656.0,4,167,46.58,2015-08-16,0
100952,64.0,Male,South,Post-Graduate,,626729.96,204261.07,Home,,9,96,49.97,2017-11-26,1
100953,34.0,Female,East,Graduate,Salaried,524709.86,279063.82,Home,,2,171,42.36,2019-06-15,0
100954,31.0,Female,South,Secondary,Self-Employed,555139.53,262123.58,Car,777.0,5,122,70.87,2018-09-12,0
100955,29.0,Male,West,Primary,Salaried,562497.79,375198.28,Business,653.0,6,127,12.64,2015-06-27,0
100956,54.0,Female,North,Secondary,Salaried,245972.89,262734.53,Education,771.0,10,101,52.97,2020-07-06,1
100957,,Female,West,Primary,Salaried,,208874.28,Business,650.0,3,10,70.63,2016-04-12,0
100958,55.0,Other,East,Post-Graduate,Self-Employed,663668.24,67695.05,Home,687.0,3,121,12.87,2016-09-13,0
100959,,Female,North,Secondary,Unemployed,1092298.7,261309.49,Car,,1,164,44.74,2020-03-10,0
100960,21.0,Male,South,Secondary,,687976.62,241622.48,Business,605.0,1,128,51.23,2021-01-12,0
100961,60.0,Female,North,Graduate,Salaried,469416.78,20000.0,Car,683.0,6,129,23.36,2021-04-26,0
100962,42.0,Female,East,Post-Graduate,,271837.45,129202.94,Business,684.0,10,43,27.68,2021-09-09,1
100963,49.0,Female,East,Post-Graduate,Salaried,388739.32,178283.73,Other,698.0,4,104,64.99,2019-05-22,0
100964,28.0,Male,West,Primary,,500141.82,178308.73,Home,,4,41,49.72,2023-02-28,0
100965,,Female,North,Graduate,Unemployed,503708.16,246613.93,Home,543.0,11,125,32.1,2021-04-26,1
100966,61.0,Female,North,Graduate,Salaried,552514.6,236827.38,Education,585.0,1,183,63.53,2015-09-28,1
100967,57.0,Male,North,Primary,Salaried,519538.48,242469.42,Home,718.0,6,194,62.27,2016-02-16,0
100968,34.0,Male,West,Secondary,Self-Employed,553819.99,521150.04,Education,493.0,1,31,34.18,2016-01-28,1
100969,50.0,Male,East,Primary,Self-Employed,515538.09,197029.06,Home,673.0,11,166,44.21,2021-02-20,1
100970,55.0,Female,South,Primary,Salaried,603683.15,145675.5,Business,641.0,4,107,56.52,2021-08-11,0
100971,41.0,Female,North,Primary,,,438039.3,Business,718.0,4,54,34.03,2017-06-12,0
100972,,Female,West,Graduate,Salaried,348245.97,425673.01,Other,683.0,2,182,54.03,2016-08-16,0
100973,25.0,Male,West,Primary,Salaried,552387.7,120133.6,Business,597.0,1,76,27.58,2022-02-22,1
100974,39.0,Female,South,Primary,Salaried,686792.33,395611.32,Car,,2,30,30.44,2018-01-06,1
100975,34.0,Male,East,Primary,Salaried,376192.31,28399.35,Business,608.0,10,158,31.75,2022-01-28,1
100976,46.0,Male,North,Post-Graduate,Unemployed,485080.14,594446.77,Education,696.0,4,197,75.52,2020-01-05,0
100977,24.0,Female,North,Secondary,Salaried,570770.95,463940.56,Other,466.0,11,38,68.36,2022-03-04,1
100978,45.0,Other,West,Secondary,Salaried,565941.21,313832.16,Car,663.0,5,42,49.56,2015-11-04,0
100979,62.0,Female,East,Secondary,Salaried,750569.44,353028.45,Car,579.0,3,176,49.47,2016-08-04,1
100980,45.0,Female,North,Secondary,Salaried,787965.77,303246.02,Home,665.0,6,199,13.93,2022-06-06,0
100981,38.0,Male,South,Graduate,Salaried,644403.98,170916.32,Education,678.0,1,99,55.47,2016-07-13,0
100982,60.0,Male,East,Graduate,Unemployed,841883.66,393479.59,Business,517.0,5,135,32.97,2022-02-26,1
100983,28.0,Female,East,Primary,Self-Employed,526195.54,412738.95,Business,632.0,8,54,52.86,2020-03-21,1
100984,59.0,Female,West,Graduate,Salaried,768039.66,162729.26,Home,662.0,9,195,68.82,2018-10-27,1
100985,60.0,Male,West,Secondary,Self-Employed,477397.44,246159.33,Business,657.0,4,82,13.18,2018-02-11,0
100986,34.0,Male,North,Post-Graduate,Salaried,659202.69,102018.24,Car,640.0,3,91,52.49,2015-10-04,0
100987,52.0,Male,West,Primary,Self-Employed,728824.57,244282.19,Business,552.0,8,138,49.49,2016-04-06,1
100988,58.0,Female,East,Primary,,611229.19,217886.46,Business,565.0,5,20,24.47,2022-04-23,1
100989,53.0,Male,North,Secondary,Self-Employed,407001.06,400298.66,Car,540.0,11,169,55.25,2020-07-31,1
100990,43.0,Male,North,Secondary,Salaried,265488.73,442100.89,Education,694.0,3,116,48.84,2020-07-25,0
100991,35.0,Male,East,Secondary,Salaried,711382.13,122361.06,Education,641.0,0,186,63.71,2020-08-24,0
100992,,Male,North,Graduate,Self-Employed,545395.34,342296.49,Car,646.0,8,100,17.74,2015-02-11,1
100993,45.0,Female,South,Primary,Salaried,559418.05,355558.97,Car,514.0,9,167,41.05,2015-01-20,1
100994,37.0,Male,South,Secondary,Salaried,900021.79,40255.92,Other,647.0,2,69,79.86,2017-11-05,0
100995,53.0,Female,North,Post-Graduate,Salaried,410754.25,365800.61,Other,701.0,5,147,58.25,2016-10-08,0
100996,22.0,Female,West,Primary,Self-Employed,748070.51,72625.37,Business,,0,111,57.9,2016-08-29,1
100997,34.0,Female,South,Primary,Salaried,,188653.31,Business,607.0,5,158,32.25,2020-11-10,0
100998,60.0,Male,North,Graduate,Salaried,564538.57,141878.79,Other,,2,15,16.57,2020-10-29,1
100999,60.0,Other,South,Primary,,382819.7,61466.26,Business,616.0,2,175,76.46,2020-04-21,0
101000,59.0,Female,West,Secondary,Salaried,451061.67,382455.01,Education,578.0,10,134,17.38,2020-03-01,1
101001,26.0,Other,East,Secondary,Salaried,682648.71,136935.72,Education,680.0,6,125,79.49,2019-03-02,0
101002,26.0,Female,North,Post-Graduate,Self-Employed,858799.1,202445.18,Home,664.0,10,195,18.8,2016-10-19,1
101003,23.0,Male,North,Primary,Self-Employed,684700.66,249181.5,Other,753.0,8,17,21.96,2021-12-17,1
101004,27.0,Male,North,Primary,Unemployed,661167.32,339158.5,Education,646.0,5,79,31.59,2020-09-04,0
101005,28.0,Male,North,Graduate,Salaried,1109814.04,133763.93,Home,677.0,11,171,45.87,2019-09-29,1
101006,62.0,Female,North,Secondary,Salaried,712113.1,308498.7,Car,605.0,0,186,65.33,2022-05-27,0
101007,35.0,Male,North,Post-Graduate,Self-Employed,413275.79,222282.44,Education,562.0,8,49,77.97,2020-06-05,1
101008,49.0,Male,West,Secondary,Self-Employed,263344.13,129031.08,Home,717.0,4,95,35.12,2016-03-31,0
101009,53.0,Male,East,Primary,Self-Employed,675829.95,372460.94,Business,749.0,1,38,11.43,2018-01-05,0
101010,,Male,West,Primary,Salaried,,499414.73,Home,706.0,2,18,53.17,2015-11-10,0
101011,59.0,Male,West,Post-Graduate,Salaried,399708.69,274473.1,Education,660.0,10,30,59.76,2015-12-18,1
101012,,Male,East,Primary,Salaried,,176923.69,Business,572.0,4,41,37.82,2020-07-30,1
101013,56.0,Male,West,Post-Graduate,Unemployed,807984.5,161715.59,Business,741.0,11,81,22.84,2017-07-11,1
101014,49.0,Male,South,Post-Graduate,Salaried,542861.01,346771.04,Home,696.0,1,192,31.42,2018-05-09,0
101015,58.0,Male,West,Secondary,Salaried,358772.77,251622.45,Home,812.0,11,180,55.91,2021-06-08,1
101016,53.0,Male,North,Post-Graduate,Salaried,570709.91,122520.82,Education,558.0,11,19,44.59,2015-11-23,1
101017,57.0,Female,South,Primary,Salaried,545582.37,46817.24,Business,719.0,2,186,62.04,2015-05-03,0
101018,47.0,Female,South,Graduate,Salaried,,295745.72,Other,694.0,7,96,25.27,2021-02-03,1
101019,53.0,Male,East,Graduate,Self-Employed,359500.63,98160.07,Home,623.0,5,93,68.94,2018-08-18,0
101020,24.0,Male,West,Primary,,432570.14,201691.98,Other,759.0,11,150,20.91,2017-10-28,1
101021,42.0,Female,West,Graduate,Salaried,804711.57,445445.6,Other,682.0,1,95,33.09,2015-01-02,0
101022,22.0,Female,South,Graduate,Salaried,752250.1,150263.35,Business,575.0,1,50,51.38,2018-03-15,1
101023,30.0,Female,West,Post-Graduate,Self-Employed,832817.44,376441.91,Education,641.0,0,40,61.58,2022-02-08,0
101024,25.0,Female,West,Graduate,Unemployed,229901.23,127455.6,Other,574.0,6,118,28.63,2019-06-12,1
101025,30.0,Male,East,Graduate,,422773.88,354962.58,Education,613.0,5,41,76.37,2022-05-02,0
101026,53.0,Male,South,Graduate,Self-Employed,798181.86,319016.53,Home,706.0,5,182,59.43,2021-12-04,0
101027,58.0,Male,North,Secondary,Salaried,718466.38,308581.43,Business,729.0,4,22,25.24,2017-12-01,0
101028,33.0,Female,South,Primary,Self-Employed,681461.12,176960.91,Car,668.0,2,130,60.8,2018-10-13,0
101029,51.0,Female,East,Post-Graduate,Unemployed,,326426.61,Business,590.0,7,162,58.74,2019-08-02,1
101030,,Female,East,Graduate,Salaried,475965.74,294949.66,Car,681.0,2,127,62.69,2022-03-03,0
101031,,Male,East,Primary,Salaried,606446.19,476553.17,Home,708.0,4,115,74.11,2022-07-02,0
101032,35.0,Female,West,Graduate,Unemployed,510297.55,176085.5,Education,492.0,7,24,59.82,2019-10-04,1
101033,49.0,Male,South,Secondary,Self-Employed,705622.3,404318.94,Home,659.0,11,73,34.63,2021-03-18,1
101034,28.0,Male,West,Secondary,Salaried,607426.08,141924.52,Business,635.0,2,197,65.34,2020-09-27,0
101035,25.0,Male,West,Graduate,Unemployed,405768.89,221344.59,Car,726.0,4,126,58.71,2017-08-09,0
101036,49.0,Female,South,Graduate,Salaried,726988.13,173379.01,Car,681.0,10,17,50.2,2015-12-26,1
101037,24.0,Male,East,Graduate,Salaried,850855.85,190546.99,Business,689.0,5,154,34.77,2017-01-21,0
101038,32.0,Female,North,Secondary,,864206.81,231114.44,Business,611.0,0,14,74.47,2016-10-01,0
101039,,Male,North,Secondary,Salaried,734684.15,423009.8,Home,650.0,1,150,45.89,2020-02-09,0
101040,47.0,Female,South,Primary,Self-Employed,,304797.15,Other,725.0,6,30,53.97,2020-11-10,0
101041,51.0,Female,South,Post-Graduate,Salaried,367757.24,398089.34,Car,645.0,8,126,39.08,2022-07-01,1
101042,56.0,Male,East,Post-Graduate,,465732.83,251749.09,Business,664.0,9,133,64.66,2019-02-16,1
101043,56.0,Female,South,Secondary,,566330.94,403928.23,Home,527.0,3,124,33.87,2022-01-30,1
101044,46.0,Female,South,Post-Graduate,Salaried,718514.83,277241.07,Other,645.0,4,53,66.74,2022-05-10,0
101045,63.0,Female,East,Graduate,,479931.74,155289.37,Education,,11,62,17.56,2015-04-08,1
101046,47.0,Female,East,Primary,Unemployed,538607.54,376720.08,Business,609.0,3,165,59.63,2018-08-24,0
101047,25.0,Female,West,Secondary,Salaried,711922.66,428068.26,Other,655.0,10,75,43.38,2016-02-22,1
101048,40.0,Male,South,Secondary,,,326598.04,Education,711.0,2,158,58.91,2020-05-05,0
101049,31.0,Female,North,Post-Graduate,,666773.7,349705.6,Education,570.0,9,114,47.2,2015-10-27,1
101050,30.0,Male,South,Graduate,Self-Employed,444392.9,403498.37,Home,680.0,1,135,19.4,2020-04-07,0
101051,60.0,Male,North,Primary,Salaried,,217594.2,Car,767.0,2,129,43.39,2016-07-13,0
101052,58.0,Male,North,Post-Graduate,Salaried,506092.03,163846.62,Business,599.0,1,66,77.52,2017-02-22,1
101053,,Female,North,Secondary,Salaried,599812.81,293523.74,Other,526.0,7,64,62.84,2022-11-02,1
101054,28.0,Female,West,Secondary,Salaried,,457174.14,Education,673.0,0,139,31.01,2020-11-27,0
101055,43.0,Male,East,Post-Graduate,Salaried,486234.69,286142.76,Car,555.0,4,103,76.09,2020-02-10,1
101056,46.0,Female,East,Graduate,Self-Employed,625005.52,325564.78,Education,584.0,0,74,64.53,2016-06-10,1
101057,63.0,Female,West,Primary,Unemployed,,258967.6,Business,724.0,4,119,35.51,2021-12-26,0
101058,32.0,Male,East,Primary,,716713.61,285348.75,Business,800.0,2,140,52.25,2018-01-30,0
101059,46.0,Male,West,Primary,Self-Employed,243957.13,186637.83,Home,570.0,8,196,39.87,2022-04-07,1
101060,33.0,Female,South,Primary,Unemployed,670259.06,315792.08,Business,591.0,11,14,16.77,2018-04-22,1
101061,60.0,Male,West,Graduate,Unemployed,497019.67,355334.11,Business,615.0,0,75,66.42,2015-08-07,0
101062,,Female,East,Secondary,Unemployed,,69698.15,Business,606.0,9,99,23.38,2020-12-16,1
101063,45.0,Male,East,Secondary,Self-Employed,740770.63,69862.98,Car,805.0,0,155,42.06,2019-08-16,0
101064,53.0,Male,South,Primary,Salaried,615436.38,39536.58,Other,608.0,7,146,59.18,2016-08-26,1
101065,60.0,Female,West,Primary,Salaried,1097274.34,427054.86,Other,619.0,2,159,75.25,2016-07-08,0
101066,63.0,Female,South,Primary,Salaried,577145.19,139024.78,Business,779.0,10,165,14.39,2022-09-30,1
101067,32.0,Female,North,Post-Graduate,Self-Employed,554754.85,292207.29,Other,696.0,6,197,37.53,2016-04-26,0
101068,64.0,Female,West,Post-Graduate,Salaried,839429.74,464201.91,Business,729.0,9,149,53.03,2021-04-14,1
101069,56.0,Female,South,Secondary,Salaried,,289902.86,Other,578.0,4,46,64.55,2017-08-01,1
101070,24.0,Female,South,Secondary,Salaried,,311715.21,Other,608.0,1,128,74.47,2017-12-27,0
101071,25.0,Male,East,Primary,Self-Employed,423847.51,148824.98,Education,567.0,10,107,10.03,2019-10-10,1
101072,57.0,Female,West,Post-Graduate,Self-Employed,534312.4,289985.32,Car,714.0,6,179,53.94,2019-10-07,0
101073,28.0,Male,North,Graduate,Salaried,731527.66,130588.43,Education,,6,63,10.49,2019-08-08,0
101074,62.0,Female,North,Post-Graduate,Salaried,854425.5,21602.63,Education,602.0,2,179,65.11,2015-04-02,0
101075,48.0,Male,West,Secondary,Self-Employed,760389.84,256281.03,Other,621.0,5,131,20.48,2019-08-01,0
101076,51.0,Female,West,Post-Graduate,Salaried,713606.4,288497.94,Home,624.0,4,76,72.62,2019-02-27,0
101077,29.0,Male,South,Secondary,Salaried,,186593.98,Home,526.0,0,65,20.86,2022-01-20,1
101078,,Female,East,Primary,Salaried,724234.53,160405.03,Car,596.0,0,55,63.5,2018-11-16,1
101079,34.0,Female,East,Graduate,Unemployed,419354.34,224388.26,Business,712.0,1,14,30.25,2016-05-28,0
101080,60.0,Male,East,Primary,Salaried,555848.39,162791.62,Other,,6,65,49.01,2016-03-15,1
101081,61.0,Female,West,Primary,Salaried,496950.86,339064.18,Car,657.0,2,160,52.59,2019-11-21,0
101082,42.0,Male,East,Graduate,Self-Employed,852455.29,303621.56,Education,,8,71,24.47,2017-04-12,1
101083,31.0,Female,South,Graduate,Salaried,409078.85,445364.94,Other,,2,150,30.91,2016-03-14,0
101084,43.0,Female,West,Graduate,Salaried,412964.45,207339.02,Education,605.0,9,68,17.53,2022-05-02,1
101085,21.0,Male,West,Secondary,Salaried,633985.91,258378.67,Car,552.0,3,37,10.37,2018-05-05,1
101086,57.0,Female,East,Primary,Unemployed,985804.14,270829.56,Home,713.0,10,15,26.76,2018-10-10,1
101087,41.0,Male,North,Secondary,Salaried,746978.15,205240.7,Car,718.0,7,198,46.12,2018-02-04,1
101088,46.0,Male,North,Graduate,Self-Employed,808335.24,20000.0,Other,572.0,3,70,59.95,2016-09-20,1
101089,56.0,Female,South,Secondary,Unemployed,,303266.82,Other,,6,182,65.55,2023-02-27,0
101090,43.0,Male,East,Graduate,Self-Employed,733760.3,530178.6,Business,654.0,10,102,14.88,2015-05-22,1
101091,21.0,Other,East,Post-Graduate,Self-Employed,377762.18,369922.65,Home,505.0,4,21,29.07,2020-02-09,1
101092,60.0,Female,West,Graduate,Self-Employed,746187.11,484982.41,Other,538.0,5,172,63.92,2019-04-07,1
101093,35.0,Male,West,Primary,Unemployed,285831.8,357615.56,Home,753.0,7,71,43.66,2023-02-20,1
101094,41.0,Female,East,Primary,Unemployed,532175.86,231763.9,Other,565.0,3,121,22.75,2016-12-05,1
101095,29.0,Male,West,Primary,Unemployed,189376.41,322189.88,Home,751.0,5,14,37.45,2017-07-12,0
101096,29.0,Male,East,Secondary,Self-Employed,423057.56,378387.15,Car,542.0,9,75,28.9,2018-09-27,1
101097,30.0,Male,South,Primary,Salaried,315078.68,57921.53,Home,,1,77,13.55,2021-05-24,0
101098,46.0,Male,West,Graduate,Salaried,730236.59,303378.59,Education,625.0,8,95,63.45,2021-05-03,1
101099,61.0,Male,East,Post-Graduate,,618877.71,238188.07,Car,636.0,11,118,30.42,2020-04-29,1
101100,55.0,Male,West,Primary,Unemployed,506493.1,427293.36,Other,798.0,8,123,76.16,2023-02-22,1
101101,45.0,Other,South,Secondary,Self-Employed,623424.5,294679.02,Other,550.0,11,89,72.17,2019-04-05,1
101102,46.0,Female,West,Post-Graduate,Salaried,433812.17,20000.0,Business,,9,75,60.14,2020-02-19,1
101103,31.0,Female,East,Primary,Salaried,,302786.34,Education,694.0,9,178,32.86,2021-03-22,1
101104,58.0,Female,West,Primary,Salaried,584455.32,20000.0,Business,850.0,5,164,29.59,2017-08-22,0
101105,,Female,West,Post-Graduate,Salaried,1056178.83,402893.01,Car,564.0,5,85,43.27,2021-01-25,1
101106,27.0,Male,East,Primary,Self-Employed,926702.77,157853.42,Business,600.0,9,14,34.82,2015-11-19,1
101107,38.0,Female,North,Secondary,Salaried,788111.98,114310.5,Car,,6,142,73.08,2019-09-20,0
101108,47.0,Other,West,Graduate,Salaried,658464.59,157474.07,Business,634.0,3,95,18.64,2020-07-10,0
101109,54.0,Male,West,Graduate,Salaried,684071.46,142759.09,Home,613.0,6,150,60.71,2015-04-05,0
101110,,Female,South,Post-Graduate,Salaried,848177.85,231314.78,Car,727.0,9,89,52.76,2015-12-28,1
101111,37.0,Female,North,Graduate,,657628.47,146739.06,Car,,0,99,66.44,2019-06-18,0
101112,63.0,Female,South,Primary,Salaried,669933.05,213901.0,Home,579.0,6,146,47.97,2019-05-09,1
101113,64.0,Female,East,Primary,Unemployed,484704.23,64926.46,Home,708.0,11,185,54.07,2019-12-10,1
101114,44.0,Male,East,Secondary,Salaried,462536.57,219802.61,Education,680.0,0,41,77.39,2019-12-30,0
101115,45.0,Male,South,Graduate,,578553.67,420710.48,Home,625.0,10,92,16.44,2016-10-31,1
101116,27.0,Male,West,Post-Graduate,Self-Employed,100000.0,196169.71,Business,621.0,7,45,17.34,2022-01-02,1
101117,26.0,Female,North,Primary,Self-Employed,594186.43,324897.61,Home,577.0,9,152,37.55,2021-05-03,1
101118,44.0,Male,South,Post-Graduate,,551568.81,99245.08,Home,708.0,5,146,43.09,2019-12-18,0
101119,53.0,Female,South,Primary,Salaried,775805.98,319563.53,Car,621.0,0,25,23.99,2017-03-10,0
101120,49.0,Male,East,Primary,,844927.06,386510.11,Car,588.0,10,15,15.79,2015-05-13,1
101121,63.0,Male,West,Secondary,Self-Employed,1114286.15,421025.44,Home,,11,81,11.55,2021-07-24,1
101122,42.0,Male,North,Graduate,Salaried,,274089.72,Education,681.0,0,170,63.52,2016-06-30,0
101123,46.0,Female,South,Secondary,Salaried,,330573.13,Car,609.0,11,119,43.95,2017-02-01,1
